pdb_id,resolution,ligand_id,ligand_heavy_atoms,ligand_chain,family,n_chains,structure_format,has_TYR_5A,has_TYR_8A,has_TYR_10A,has_TYR_12A,has_TYR_15A,has_CYS_5A,has_CYS_8A,has_CYS_10A,has_CYS_12A,has_CYS_15A,has_SER_5A,has_SER_8A,has_SER_10A,has_SER_12A,has_SER_15A,has_THR_5A,has_THR_8A,has_THR_10A,has_THR_12A,has_THR_15A,has_LYS_5A,has_LYS_8A,has_LYS_10A,has_LYS_12A,has_LYS_15A,has_ANY_5A,has_ANY_8A,has_ANY_10A,has_ANY_12A,has_ANY_15A,count_TYR_5A,count_TYR_8A,count_TYR_10A,count_TYR_12A,count_TYR_15A,count_CYS_5A,count_CYS_8A,count_CYS_10A,count_CYS_12A,count_CYS_15A,count_SER_5A,count_SER_8A,count_SER_10A,count_SER_12A,count_SER_15A,count_THR_5A,count_THR_8A,count_THR_10A,count_THR_12A,count_THR_15A,count_LYS_5A,count_LYS_8A,count_LYS_10A,count_LYS_12A,count_LYS_15A,min_TYR_dist,min_CYS_dist,min_SER_dist,min_THR_dist,min_LYS_dist,tyr_pocket_sasa,n_tyr_pocket_10A,sasa_computed
9RY6,1.74,A1JKM,12,A,Hydrolase(other),1,cif,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,0,0,0,3,5,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,2,2,7,10.651885986328123,13.034472465515137,10.72742748260498,14.165013313293455,9.043002128601074,,0,False
7IMK,1.54,K31,14,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,1,3,5,5,5,0,0,0,0,0,7.9460954666137695,,6.874054431915283,4.447275638580322,16.380250930786133,122.50418343455944,1,True
30TL,1.2,TPO,11,B,Other,2,pdb,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,2,2,5,7,0,0,0,0,1,0,0,1,2,3,0,0,0,0,3,0,2,2,2,3,5.179755210876465,12.894493103027344,9.326794624328612,13.90000820159912,5.318024158477783,10.976148712552297,2,True
9Q5R,2.3,NAD,44,A,Oxidoreductase,2,cif,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,0,2,4,0,0,1,2,3,1,1,1,2,2,1,2,2,4,6,0,0,2,2,6,10.205122947692873,9.435745239257812,3.225189208984375,3.539236307144165,8.147686004638672,,0,False
9S7H,2.09,ANP,31,A,Kinase,2,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,1,2,0,0,0,0,0,0,1,1,1,2,0,0,0,2,3,0,1,3,5,9,9.383472442626951,16.9089298248291,5.952947616577148,11.368643760681152,5.465681076049805,125.0355790954643,1,True
9SBE,1.75,1AC,7,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,2,3,4,0,0,0,0,0,0,3,3,6,8,0,0,2,3,5,0,2,2,2,6,8.473752975463867,15.683122634887695,5.514360427856445,8.055051803588867,5.873677730560303,118.99708697237868,2,True
9RUD,2.32,PG6,18,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,22.945348739624023,43.29199981689453,19.00376319885254,15.01761245727539,8.794035911560059,,0,False
9Z5L,1.8,A1C04,29,A,Other,1,cif,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,1,1,3,4,0,0,1,2,2,0,1,1,1,5,0,0,1,1,2,0,2,3,5,9,6.8911004066467285,8.607046127319336,7.406371116638184,9.504045486450195,5.012648582458496,2.986897791519498,1,True
9YBS,1.49,A1CT6,15,A,Other,1,cif,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,1,2,3,5,5,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,1,3,3,3,3.9096274375915527,9.708441734313965,15.024862289428713,10.849746704101562,6.663163661956787,33.2651158218502,3,True
9VZG,1.74,A1EUO,23,A,Antibody/Immune,1,cif,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,2,4,5,5,6,0,0,0,0,2,0,1,1,2,3,1,1,2,2,3,0,0,0,0,0,4.132233619689941,13.235411643981934,6.143961429595947,4.456736087799072,16.163820266723633,92.62873127299945,5,True
9Y7U,1.65,NDP,48,A,Oxidoreductase,2,cif,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,1,2,0,0,0,0,0,1,1,2,4,6,1,1,2,2,2,1,1,1,1,3,6.54743242263794,,4.391550064086914,4.298593997955322,4.305848598480225,10.391791665745169,1,True
13DZ,1.72,NAP,48,A,Oxidoreductase,1,cif,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,0,1,0,0,1,1,1,0,0,0,2,4,1,3,4,9,10,0,0,0,1,1,14.728765487670898,8.074758529663086,10.970989227294922,3.7104625701904297,11.058670043945312,,0,False
13TD,1.7,36R,11,B,Other,2,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.05193042755127,,10.322134971618652,7.291892528533935,10.68233871459961,,0,False
28IU,2.547,NAD,44,A,Oxidoreductase,1,cif,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,0,1,2,3,0,0,0,0,0,1,4,6,7,9,0,1,2,3,5,0,1,1,2,2,9.012206077575684,16.214290618896484,3.4814558029174805,6.518725872039795,6.869724750518799,24.41302426451504,1,True
9PL6,1.95,HIS,11,A,Other,2,pdb,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,0,2,2,3,7,0,0,0,0,0,0,0,1,5,5,0,0,1,1,6,0,0,0,1,3,5.800948143005371,,8.339509010314941,9.50538444519043,11.18454360961914,88.72984561477054,2,True
9TFB,2.0,A1JVS,42,A,Kinase,1,cif,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,2,2,4,0,1,2,2,2,0,1,1,1,1,0,1,1,1,2,0,2,2,4,5,8.347281455993652,6.203498363494873,6.203984260559082,7.833324909210205,6.549868583679199,109.95444531015804,2,True
14XN,1.88,WZ7,15,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,5,0,0,0,0,0,34.65305709838867,22.004474639892575,7.930148124694824,9.964218139648438,16.90640640258789,,0,False
9RZ6,2.1,A1JJ3,68,A,Other,12,cif,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,0,1,2,2,6,0,0,0,1,1,0,0,1,2,6,0,0,0,2,3,0,0,0,0,2,5.169588088989258,10.985479354858398,9.941289901733398,10.565178871154783,12.345880508422852,66.39028069464979,2,True
9SZK,1.8,UTP,29,C,Transferase(other),3,pdb,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,2,4,6,0,1,2,2,2,10.96773624420166,18.178585052490234,11.6315336227417,5.659453392028809,5.103079319000244,,0,False
11SD,2.816,A1DAI,24,A,Nuclear receptor,4,cif,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,2,7,0,1,1,1,1,0,1,3,5,7,0,0,0,2,3,0,0,3,3,4,10.531697273254396,7.177864074707031,7.233838081359863,10.824175834655762,8.277173042297363,,0,False
14VD,1.921,A1DOH,17,A,Other,2,cif,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,0,2,2,3,4,0,0,1,1,1,21.229785919189453,11.373956680297852,6.135626792907715,6.647816181182861,8.383097648620605,,0,False
9Q3Y,2.74,A1CNW,29,A,Other,4,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,2,3,5,6,0,0,0,0,3,1,2,4,4,8,0,1,3,6,9,0,1,1,2,6,5.605661869049072,12.078924179077148,4.833268165588379,7.642242431640625,6.970614910125732,132.6284626698672,3,True
12LA,1.1,A1DI5,36,A,Other,1,cif,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,1,3,3,3,4,0,1,1,2,2,0,0,1,2,3,0,1,1,1,3,0,0,2,2,4,2.700906753540039,7.646230220794678,8.527562141418457,6.640209197998047,8.121932029724121,149.65415704237256,3,True
9RXU,2.3,A1JKP,21,F,Other,8,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,14.33992862701416,24.29546165466309,15.500420570373535,12.726633071899414,3.308241128921509,,0,False
9Q4A,2.5,NAD,44,A,Oxidoreductase,2,cif,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,0,2,3,0,0,1,2,3,1,1,1,2,2,1,2,2,4,6,0,0,2,2,5,10.270139694213867,9.253705024719238,3.230539083480835,3.286802291870117,8.093463897705078,,0,False
14XX,2.07,NV7,16,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,0,0,1,1,2,0,0,0,0,1,28.490537643432617,23.04138565063477,5.390812873840332,8.540761947631836,12.048365592956545,,0,False
9WTA,2.2,HEC,43,A,Other,4,pdb,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,1,1,2,0,2,3,3,4,0,1,3,5,7,0,0,1,1,1,0,0,2,2,3,8.397886276245117,6.03974199295044,6.838118553161621,8.022491455078125,8.695104598999023,10.327688927674275,1,True
9RT5,1.4,ASC,12,A,Other,1,pdb,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,2,4,5,5,0,0,0,0,0,0,0,1,5,8,0,1,4,4,4,1,2,2,3,4,4.496364593505859,18.92565155029297,8.955222129821777,7.117242336273193,4.938501834869385,115.32767795947672,4,True
9YUX,1.57,SIN,8,A,Oxidoreductase,1,pdb,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,1,2,2,3,0,0,0,1,2,0,2,3,5,9,1,1,3,3,5,0,0,0,0,2,6.822988033294678,10.507128715515137,6.283312797546387,4.935267925262451,13.613996505737305,16.76947115916465,2,True
9W3M,1.86,FMN,31,A,Oxidoreductase,1,cif,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,1,2,2,4,0,0,0,0,0,0,1,4,5,8,1,3,4,5,9,1,2,2,2,5,4.024069786071777,,5.985872268676758,4.524292469024658,4.854643821716309,74.68579909116605,2,True
9T0U,1.07,A1JSU,21,A,Kinase,1,cif,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,2,4,0,0,0,0,0,0,1,1,1,2,0,0,0,1,2,0,1,2,5,9,9.070321083068848,16.233129501342773,7.172717571258545,11.858331680297852,6.2250590324401855,47.281711238803695,1,True
10CX,0.9,2PE,28,A,Other,1,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,0,0,0,0,0,13.629417419433594,,11.76687240600586,8.135619163513184,15.424880981445312,,0,False
14ZX,2.01,O1M,16,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,0,0,1,1,2,0,0,0,0,1,16.50520896911621,24.130783081054688,5.110937595367432,8.58493423461914,12.607285499572754,,0,False
9HYK,2.09,FAD,53,A,Oxidoreductase,4,cif,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,1,2,4,1,2,2,2,2,0,2,2,3,5,1,3,3,4,6,0,0,0,1,3,9.163646697998049,4.151810646057129,5.103085517883301,2.2808308601379395,11.852867126464844,27.373405516160883,1,True
13TT,1.87,4JO,9,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,1,3,5,0,0,2,3,5,15.983783721923828,,9.756776809692385,6.379294872283936,8.953455924987793,,0,False
9SVM,1.84,NDP,48,A,Oxidoreductase,1,pdb,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,1,1,0,0,0,0,1,0,0,2,3,3,1,1,2,3,5,1,1,1,1,1,6.76263952255249,13.929569244384766,8.812575340270996,4.233827114105225,4.239552974700928,8.510175123214376,1,True
9TDB,1.989,BGC,12,DDD,Oxidoreductase,1,cif,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,1,9.32785415649414,18.16025924682617,11.952475547790527,8.233819961547852,13.873727798461914,,1,False
14YP,2.1,O2A,13,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,4,1,1,2,2,2,29.806028366088867,23.496965408325195,5.119186878204346,9.909738540649414,3.626697301864624,,0,False
9HW5,1.5,CSS,7,A,Other,1,pdb,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,3,5,5,20.586166381835938,12.270186424255373,10.92039680480957,4.261492729187012,3.3991904258728027,,0,False
7IM9,1.79,A1AND,14,A,Other,1,cif,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,1,3,4,5,5,0,0,0,0,0,8.267485618591309,,6.058107376098633,4.380052089691162,15.135906219482422,120.28282011555102,1,True
37AS,1.91,ADP,27,A,Kinase,2,pdb,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,1,1,1,2,0,1,1,1,1,1,2,4,5,6,1,1,1,1,2,0,1,2,3,4,6.683785438537598,6.888928890228272,4.77525806427002,3.6822781562805176,5.632514953613281,24.842813761616448,1,True
9WUQ,1.53,A1MCB,23,A,Other,4,cif,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,1,1,3,5,1,1,1,1,4,1,4,5,8,13,0,2,5,5,8,0,1,1,2,5,6.829212188720703,4.147468566894531,4.833013534545898,6.492712020874023,7.254628181457519,8.197416897864217,1,True
9Y7E,2.28,A1CSY,35,A,Nuclear receptor,4,cif,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,2,7,0,0,1,1,1,0,1,3,3,7,0,0,0,2,3,0,1,3,3,4,10.903470993041992,9.015857696533203,7.436081886291504,10.451908111572266,7.707277774810791,,0,False
23EI,2.24,BP5,17,A,Other,4,pdb,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,0,0,1,1,1,0,1,1,1,1,0,1,3,4,4,0,0,0,0,0,0,0,0,0,0,9.879375457763672,6.357966899871826,5.966795444488525,15.7887601852417,17.638811111450195,114.21888727744674,1,True
9TC4,2.44,ATP,31,A,Transferase(other),4,pdb,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,1,3,4,5,6,0,0,0,1,1,0,0,2,3,4,0,1,3,5,7,0,0,1,2,2,4.343104839324951,11.251419067382812,8.36841106414795,7.78127384185791,8.698015213012695,106.66969669072454,4,True
9S4A,1.65,GJL,25,A,Oxidoreductase,1,pdb,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,1,4,0,0,0,0,1,0,0,3,3,6,0,0,0,2,5,0,1,1,1,4,10.682723999023438,13.852860450744627,8.505122184753418,10.035816192626951,6.299325466156006,,0,False
14YY,2.14,HWH,16,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,0,0,1,1,3,0,0,0,0,1,16.669504165649414,23.377832412719727,5.550618171691895,8.233668327331543,12.383808135986328,,0,False
10GA,1.6,CME,10,A,Transferase(other),1,pdb,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,1,1,2,3,0,0,0,0,0,0,0,1,2,4,0,2,4,4,5,0,0,0,1,2,7.828686714172363,27.811599731445312,8.428853988647461,6.735812664031982,10.177772521972656,2.920052812352446,1,True
9W3B,1.59,A1EYZ,47,A,Protease,1,cif,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,0,1,2,0,1,1,2,2,1,1,1,1,2,0,0,2,3,3,0,0,1,2,2,11.166930198669434,7.580267906188965,4.905015468597412,8.145605087280273,8.76622486114502,,0,False
9RZI,1.45,NHE,13,A,Other,1,pdb,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1,2,2,3,5,0,0,0,0,0,0,0,0,3,7,0,0,3,4,4,0,2,3,3,3,4.077079772949219,22.63703346252441,10.668707847595217,8.010977745056152,7.338691234588623,120.1066710592019,2,True
9SQ3,1.21,ICS,18,A,Oxidoreductase,4,cif,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,0,1,3,6,9,0,1,1,4,5,0,2,4,5,8,0,0,2,5,7,0,0,0,2,3,5.972574234008789,5.679493427276611,6.565876007080078,8.497602462768555,11.889778137207031,22.59790461512392,3,True
37BV,1.3,LTV,51,A,Hydrolase(other),1,pdb,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,0,0,0,1,4,0,0,0,0,0,0,1,2,3,3,0,0,0,0,2,0,0,0,0,0,11.6132173538208,17.590787887573242,7.827234268188477,14.595349311828612,19.963367462158203,,0,False
13TX,1.37,NUK,11,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,3,5,6,0,0,0,2,3,13.873655319213867,,10.01877498626709,7.593876838684082,10.09727954864502,,0,False
9RSZ,1.6,NHE,13,A,Oxidoreductase,1,pdb,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1,2,2,3,5,0,0,0,0,0,0,0,0,3,8,0,0,3,4,4,0,2,3,3,3,4.073482036590576,22.650728225708008,10.67782211303711,8.031545639038086,7.244262218475342,121.56529738363297,2,True
12EZ,1.76,A1DB4,26,A,Transferase(other),2,cif,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,1,5,5,7,0,0,0,0,0,0,1,1,3,3,0,1,2,2,4,0,1,1,1,3,6.643824577331543,,5.910746574401856,6.137989521026611,6.358419895172119,110.69494514133744,5,True
33FE,1.74,CBU,11,A,Hydrolase(other),1,pdb,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,1,1,2,6,13,0,0,0,0,0,0,2,2,5,6,0,0,3,6,10,0,0,1,1,3,4.19335412979126,17.00001335144043,7.217109203338623,8.28815746307373,9.792737007141112,34.47816147906042,2,True
13US,1.5,W6A,13,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.517827987670898,,10.120174407958984,7.294667720794678,10.800078392028809,,0,False
30TA,1.05,A1J8Z,24,A,Other,1,cif,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,0,1,1,4,0,0,0,1,1,0,1,1,2,3,1,2,2,2,3,0,0,0,0,2,8.243593215942383,10.231562614440918,7.996352195739746,3.598897218704224,13.74072551727295,4.457846866667425,1,True
9RVJ,2.3,FAD,53,A,Oxidoreductase,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,2,2,5,0,0,0,0,0,0,2,2,7,8,0,3,4,8,10,0,0,0,3,5,8.240734100341797,21.40666007995605,5.7932658195495605,5.797677040100098,10.020888328552246,102.2326866193796,2,True
14UQ,2.147,A1DN1,13,A,Other,2,cif,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,1,2,3,6,0,0,1,1,1,20.08233070373535,13.006120681762695,8.027504920959473,7.127895355224609,8.954587936401367,,0,False
9WA6,1.89,HEM,43,A,Oxidoreductase,2,pdb,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,0,0,1,1,3,1,1,1,1,1,0,1,5,7,11,0,0,1,2,5,0,0,0,0,2,8.328662872314453,2.902282238006592,7.885313510894775,9.73133373260498,14.246994972229004,9.57315449909217,1,True
23EG,2.67,BP5,17,A,Other,2,pdb,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,0,0,0,1,1,0,1,1,1,1,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,10.5303955078125,5.919066429138184,5.513144493103027,15.756840705871582,18.43384552001953,,0,False
32RZ,1.85,A1KEW,17,A,Other,1,cif,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,0,2,3,4,4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,0,0,1,2,4,6.662623405456543,7.227035999298096,14.955314636230469,12.321240425109863,9.384339332580566,64.14894675870414,3,True
9ZRC,1.25,BTB,14,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,3,4,0,0,1,1,1,5.513670921325684,17.20804214477539,12.193920135498049,8.039155006408691,9.457159996032717,15.902888173012158,1,True
9Q4C,2.2,NAD,44,A,Oxidoreductase,2,cif,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,0,2,4,0,0,1,2,3,1,1,1,2,2,1,2,2,4,6,0,0,2,2,5,10.271133422851562,9.342981338500977,3.2648918628692627,3.2992734909057617,8.013434410095215,,0,False
27RE,2.2,TG1,46,A,Hydrolase(other),1,cif,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,0,1,1,2,4,0,0,0,0,2,0,0,3,4,5,0,0,0,0,0,0,0,2,2,4,7.860285758972168,13.731111526489258,8.200379371643066,17.37021255493164,9.8546142578125,20.96640463405947,1,True
9HW2,1.15,CSS,7,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,3,5,5,20.60348892211914,12.146123886108398,10.956339836120604,4.310649394989014,3.3462610244750977,,0,False
9VZF,2.58,GTP,32,A,Other,6,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,1,2,2,6,0,0,0,0,1,1,2,4,5,7,0,1,2,6,9,0,0,1,2,3,5.436693668365479,13.89877700805664,3.573329448699951,5.74506950378418,9.97541618347168,47.83347334691368,2,True
9RZP,2.39,A1JJ9,22,A,Hydrolase(other),1,cif,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,1,3,5,6,0,0,0,0,1,0,2,5,5,7,0,1,3,4,4,0,0,0,0,1,6.59000825881958,14.677162170410156,6.099911689758301,6.148655414581299,13.97834587097168,58.8589094087062,3,True
14WW,1.95,RZJ,15,A,Other,2,pdb,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,1,1,1,0,2,3,3,3,0,0,1,2,2,0,1,1,2,3,21.35651397705078,8.352959632873535,7.098112106323242,8.760889053344727,5.36847448348999,,0,False
14XC,1.76,YX2,17,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,1,2,3,5,0,0,1,1,1,20.684234619140625,12.421649932861328,7.5848917961120605,6.79702091217041,8.614545822143555,,0,False
